timestamp,x_mean,y_mean,z_mean
1.8528922250000002,0.39458265658577124,-0.12728792961227373,-0.012007475195540282
1.9057376270000002,1.6151776973930982,-1.1420963005381917,0.9661456331639234
1.9825561850000002,1.8606749623632906,-1.5682826176057392,1.4401041901294385
2.045589116,2.092134654538857,-1.7497892397615724,1.717615679600595
2.1226953650000002,2.4128203610629995,-1.8812117580175853,1.9303459759338877
2.1916320270000003,2.6678378542948615,-2.1966598686490384,2.0376692755814863
2.260533251,2.8748644626062574,-2.373996489443747,2.2268084944363533
2.3278744380000003,3.0032855604996302,-2.478885596774356,2.3294403172547935
2.4147625610000003,3.076062149298582,-2.538230968994343,2.3795314472285045
2.4754575670000003,3.0781749384180728,-2.5381209983583384,2.3808065805628638
2.5330396050000004,3.111593351736773,-2.5630175311171155,2.403210473380381
2.588581698,3.1105663480626204,-2.5621834939389263,2.4021510195411944
2.647109736,3.11084092742106,-2.562280908821314,2.4023935625724127
2.704960588,3.113587059175973,-2.564416934839733,2.4047688985842153
2.7715602670000004,3.111319540222091,-2.5627545602170274,2.4028713954346665
2.851672048,3.1099750725992292,-2.5617194321827634,2.401827337136077
2.906233154,3.1150113343970522,-2.5653698823041244,2.4058913862665845
2.9655798690000004,3.109870307787107,-2.561287902748281,2.4015034059340543
3.0203847010000002,3.1109732866888304,-2.5623867635751063,2.402498439337597
3.086270192,3.1092353085160886,-2.5610447315850435,2.401165722482016
3.1474302680000004,3.1104876104724952,-2.5619009375120494,2.402044428049668
3.2251704400000003,3.1123767088813565,-2.5635133772853758,2.403664721910038
3.2879296680000003,3.109664951959152,-2.5611091103975525,2.401302926151547
3.3543225800000003,3.1149277490817444,-2.5654574531812027,2.405830669681014
3.4152963200000004,3.1104579159101013,-2.561826430659765,2.402059529733274
3.471006795,3.111996886215607,-2.5631700492461693,2.403395773487211
3.5324522880000004,3.111461068660433,-2.5627001057327243,2.4028656555872945
3.6164656770000003,3.1110604286503034,-2.5625342087224157,2.402704793041448
3.6805796170000002,3.109092725062818,-2.561029073880107,2.4010058981314897
3.745865992,3.1129799618276364,-2.563866054140001,2.4041627639471224
3.807550131,3.113298359266961,-2.56407390382559,2.4044180376747577
3.871396379,3.1129663280124986,-2.5638740331527994,2.404165129020429
3.928799944,3.1087970341105353,-2.56081624372966,2.400862791359714
3.980640272,3.1114513073134495,-2.562577341982438,2.4028733093858676
4.0578678230000005,3.1134160842638146,-2.5642581204391366,2.4045205982248192
4.111673993,3.112714595828807,-2.5637450996297293,2.403995259362801
4.1691160620000005,3.1092572926890227,-2.561224615794795,2.401233701607877
4.223367565,3.1143402399811477,-2.5648434972223217,2.405273052055113
4.27662793,3.1102908864011343,-2.5617114075072904,2.4019765784204985
4.3335830070000005,3.11085267798371,-2.562238770946785,2.402392555125196
4.416256983,3.111321512036966,-2.562520966477802,2.4027448446440527
4.476319569,3.1127419811180874,-2.5636082476878097,2.403956714440211
4.537247901000001,3.1139866265277796,-2.5646609759925907,2.404997555946268
4.601226382,3.108680460052922,-2.5605641837644324,2.4005801612796946
4.662093196000001,3.1128200752606108,-2.563814855656991,2.4041920742638405
4.719991579,3.111300439217264,-2.562592692919628,2.402749494454081
4.794551253000001,3.11092375553209,-2.5623248323485117,2.4024384783645316
4.856021202,3.1119589315690654,-2.5631118839152984,2.403244595412118
4.911030786,3.111619767382802,-2.5627838329515007,2.4030327711175103
4.963536797000001,3.113985280430424,-2.5644616647479226,2.4049257218417313
5.01652927,3.1119134505928074,-2.563102150889315,2.403346701310548
5.074078033,3.1128067961728685,-2.5637633087692344,2.4039779818663964
5.131868139000001,3.1085975451506522,-2.56067728620122,2.400644719667598
5.2135825780000005,3.112841974206613,-2.5636251802223584,2.4039356238261345
5.2717970560000005,3.113236650773736,-2.563986979276278,2.4043252672528905
5.327244477000001,3.1124476388627595,-2.563356759143827,2.4035475868593266
5.3852796220000005,3.111509614846032,-2.562767006888447,2.4029306874138543
5.458304067,3.112004181831896,-2.563125715488369,2.403373091329442
5.524246156,3.1095581831739745,-2.561171944308771,2.401295755130957
5.611280307,3.106348025804081,-2.5590534625687695,2.3988651259565636
5.6726370500000005,3.1106316419223368,-2.5620284401497218,2.4021942425796254
5.734073855,3.108572993730949,-2.560643133934036,2.4006029855078097
5.79433486,3.1130256278437938,-2.5640821572910966,2.4042997532441452
5.864766122000001,3.110027679856422,-2.5615000495217033,2.4016837195477616
5.9208957490000005,3.1128606710715196,-2.563752611097246,2.404127861246417
6.002029146000001,3.1118886235013594,-2.5629500046993603,2.4032805629370393
